code,name,date,time,subject,clause,happened,body
6936,永鴻生技,1150911,150710,公告本公司更換股務代理機構案經集保公司准予備查,第51款,1150911,"1.事實發生日:115/09/11
2.公司名稱:永鴻國際生技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司股務作業原委由凱基證券股份有限公司股務代理部代理，
自115年12月01日起，改委由元大證券股份有限公司股務代理部辦理，業經
臺灣集中保管結算所股份有限公司115年9月9日保結稽字第1150025341號函
覆准予備查。
6.因應措施:無。
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
凡股東在上開日期以後洽辦有關股票過戶、質權設定或撤銷、領息或配股、變更住址、
印鑑更換掛失、股票掛失以及其他股務作業事宜，敬請駕臨或函洽台北市大安區敦化
南路二段67號B1元大證券股份有限公司股務代理部，服務專線代表號(02)2586-5859。"
6213,聯茂,1150911,150713,本公司受邀參加群益證券2026第三季投資論壇,第12款,1150915,"符合條款第四條第XX款：12
事實發生日：115/09/15
1.召開法人說明會之日期：115/09/15
2.召開法人說明會之時間：15 時 00 分
3.召開法人說明會之地點：台北茹曦酒店(台北市松山區敦化北路100號)
4.法人說明會擇要訊息：本公司將於2026/09/15參加群益證券舉辦之""2026第三季投資論壇""，就本公司已公布之經營績效等相關資訊做說明。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
6213,聯茂,1150911,150828,本公司受邀參加UBS Taiwan Summit 2026,第12款,1150916,"符合條款第四條第XX款：12
事實發生日：115/09/16
1.召開法人說明會之日期：115/09/16
2.召開法人說明會之時間：10 時 00 分
3.召開法人說明會之地點：台北W Hotel(台北市信義區忠孝東路五段10號)
4.法人說明會擇要訊息：本公司將於2026/09/16參加瑞銀舉辦之""UBS Taiwan Summit 2026""，就本公司已公布之經營績效等相關資訊做說明。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1762,中化生,1150911,150940,公告本公司財務主管、會計主管、公司治理主管及代理發言人異動,第8款,1150911,"1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運長、
行銷長及策略長等)、財務主管、會計主管、公司治理主管、資訊安全長、研發主管、
內部稽核主管或訴訟及非訟代理人）:
財務主管、會計主管、公司治理主管及代理發言人
2.發生變動日期: 115/09/11
3.舊任者姓名、級職及簡歷:
王冠傑 / 中化合成生技(股)公司財務部經理 / 財務主管、會計主管、
公司治理主管及代理發言人
4.新任者姓名、級職及簡歷: 不適用
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）: 辭職
6.異動原因: 個人生涯規劃
7.生效日期: 115/09/12
8.其他應敘明事項: 財務主管、會計主管、公司治理主管及代理發言人
待董事會通過任用後，將另行公告"
6834,天二科技,1150911,151404,係因本公司有價證券於集中交易市場達公布注意交易資訊 標準， 故公布相關財務業務等重大訊息，以利投資人區別 瞭解。,第51款,1150911,"1.事實發生日:115/09/11
2.發生緣由:依臺灣證券交易所股份有限公司通知辦理。
3.財務業務資訊:
期間 (月) (月) (季) (季) (最近四季累計)
============== =========== ========= ============ ========= ==============
科目 最近一月 與去年 最近一季 與去年 114年第3季至
115年8月 同期增減 115年第2季 同期增減 115年第2季
合併自結數 (%) 合併核閱數 (%) 合併查核數
============== =========== ========= ============ ========= ==============
營業收入(百萬) 255 114.30 584 51.95 1,700
稅前淨利(百萬) 35 14.47 115 297.31 241
歸屬母公司業主淨利 28 11.58 102 312.47 204
(百萬)
每股盈餘(元) 0.31 10.71 1.15 312.96 2.30
4.有無「臺灣證券交易所股份有限公司對有價證券上市公司重大訊息之查證暨公開處理
程序」第4條所列重大訊息之情事（如「有」，請說明）:無。
5.有無「臺灣證券交易所股份有限公司對有價證券上市公司重大訊息之查證暨公開處理
程序」第11條所列重大訊息說明記者會之情事:無。
6.完整財務資訊請至公開資訊觀測站查閱，路徑如下：
(1)近期營業收入及損益資訊：基本資料>精華版
(2)歷史每月營業收入：營運概況>每月營收>採用IFRSs後之月營業收入資訊
(3)歷史損益(會計師查核/核閱數)：財務報表>採IFRSs後>合併/個別報表>綜合損益表
(4)歷史損益(自願性公告自結數)：營運概況>自結損益公告:無。
7.其他應敘明事項:無。"
6770,力積電,1150911,151836,公告本公司受邀參加UBS舉辦之法人說明會,第12款,1150914,"符合條款第四條第XX款：12
事實發生日：115/09/14
1.召開法人說明會之日期：115/09/14 ~ 115/09/15
2.召開法人說明會之時間：11 時 00 分
3.召開法人說明會之地點：台北W Hotel
4.法人說明會擇要訊息：本公司受邀參加UBS舉辦之「UBS Taiwan Summit 2026」，就公司營運概況向投資機構做說明。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
8499,鼎炫-KY,1150911,151940,代子公司隆揚電子(昆山)股份有限公司公告處分存款理財產品,第20款,1150911,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
共&#36194;慧信匯率掛鉤&#12040;&#11936;幣結構性存款 A41403 期C26A41403
2.事實發生日:115/9/11~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:依公司核決權限辦理
民國115年9月11日
5.交易數量、每單位價格及交易總金額:
A41403 期C26A41403 60天：&#12040;&#11936;幣4,000萬元
6.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
中信銀&#12175;股份有限公司；與本公司關係：無
7.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
8.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
9.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
10.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
新台幣523仟元
11.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次付清
12.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核決權限辦理
13.取得或處分有價證券標的公司每股淨值:
不適用
14.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
數量：不適&#12132;
&#12198;額：&#12040;&#11936;幣4,000萬
持股&#12112;例：不適&#12132;
權利受限情形：無
累計持有&#12198;額：&#12040;&#11936;幣4,000萬
15.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
(1)占總資產&#12112;例：8.322%
(2)占歸屬於&#11935;公司業主之權益&#12112;例：16.463%
(3)營運資&#12198;數額：新台幣6,897,567仟元
16.經紀人及經紀費用:
不適用
17.取得或處分之具體目的或用途:
短期投資
18.本次交易表示異議董事之意見:
不適用
19.本次交易為關係人交易:否
20.監察人承認或審計委員會同意日期:
不適用
21.本次交易會計師出具非合理性意見:不適用
22.會計師事務所名稱:
不適用
23.會計師姓名:
不適用
24.會計師開業證書字號:
不適用
25.是否涉及營運模式變更:否
26.營運模式變更說明:
不適用
27.過去一年及預計未來一年內與交易相對人交易情形:
不適用
28.資金來源:
自有資金
29.前已就同一件事件發布重大訊息日期: 不適用
30.其他敘明事項:
無"
9958,世紀鋼,1150911,152403,公告本公司115年現金增資收足股款暨增資基準日,第51款,1150911,"1.事實發生日:115/09/11
2.公司名稱:世紀鋼鐵結構股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
(1)依據「發行人募集與發行有價證券處理準則」規定辦理。
(2)本公司115年現金增資發行普通股20,000,000股，每股認購價格新台幣83元，
實收股款為新台幣1,660,000,000元，業已全數收足，並訂定115年09月11日
為增資基準日。
(3)預定股款繳納憑證上市日期為115年09月16日。
6.因應措施:無
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無"
2347,聯強,1150911,153907,代海外子公司公告處分低風險理財商品,第20款,1150911,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
聯強國際貿易(中國)有限公司:
興業銀行理財商品
2.事實發生日:115/9/11~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:財務長核決
民國115年9月11日
5.交易數量、每單位價格及交易總金額:
人民幣300,000,000元
6.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
興業銀行；無
7.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
8.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
9.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
10.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
處分利益人民幣3,106,849元
11.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清
12.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核決權限辦理
13.取得或處分有價證券標的公司每股淨值:
不適用
14.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
人民幣0元
15.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：0%
占業主權益比例：0%
營運資金數額：新台幣-$55,062,135仟元
16.經紀人及經紀費用:
無
17.取得或處分之具體目的或用途:
投資理財
18.本次交易表示異議董事之意見:
無
19.本次交易為關係人交易:否
20.監察人承認或審計委員會同意日期:
不適用
21.本次交易會計師出具非合理性意見:不適用
22.會計師事務所名稱:
不適用
23.會計師姓名:
不適用
24.會計師開業證書字號:
不適用
25.是否涉及營運模式變更:否
26.營運模式變更說明:
不適用
27.過去一年及預計未來一年內與交易相對人交易情形:
不適用
28.資金來源:
不適用
29.前已就同一件事件發布重大訊息日期: 不適用
30.其他敘明事項:
無"
1472,三洋實業,1150911,154805,代子公司公告得標 「國道7號高雄路段新建工程第C705S標小港路段」,第51款,1150911,"1.事實發生日:115/09/11
2.公司名稱:上鋌營造股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:不適用
5.發生緣由:
標案名稱：國道7號高雄路段新建工程第C705S標小港路段
業主：交通部高速公路局
標案金額：新台幣17,948,442,610元整，本公司占比49%
共同承攬廠商：泛亞工程建設股份有限公司
6.因應措施:無
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無"
3711,日月光投控,1150911,155133,代子公司日月光半導體製造(股)公司公告 向關係人牧德科技(股)公司取得供營業用之機器設備,第20款,1150911,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
供營業用之機器設備
2.事實發生日:114/10/9~115/9/11
3.董事會通過日期: 民國115年9月11日
4.其他核決日期: 不適用
5.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易數量：一批
每單位價格計：新台幣334,297仟元(未稅)
累計交易總金額計：新台幣334,297仟元(未稅)
6.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人：牧德科技(股)公司
與公司之關係：為子公司日月光半導體製造(股)公司(以下簡稱「日月光公司」)
採權益法之關聯企業
7.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
選定關係人為交易對象之原因：
可穩定供應日月光公司機台需求且可有效降低其供應鏈風險
前次移轉之所有人：不適用
前次移轉之所有人與公司及交易相對人間相互之關係：不適用
前次移轉價格：不適用
前次取得日期：不適用
8.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
9.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
10.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：電匯或信用狀付款
契約限制條款：無
其他重要約定事項：無
11.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
交易之決定方式及價格決定之參考依據：比價及議價
決策單位：依日月光公司董事會決議辦理
12.專業估價者事務所或公司名稱及其估價金額:
不適用
13.專業估價師姓名:
不適用
14.專業估價師開業證書字號:
不適用
15.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
16.是否尚未取得估價報告:否或不適用
17.尚未取得估價報告之原因:
不適用
18.估價結果有重大差異時，其差異原因及會計師意見:
不適用
19.會計師事務所名稱:
不適用
20.會計師姓名:
不適用
21.會計師開業證書字號:
不適用
22.經紀人及經紀費用:
無
23.取得或處分之具體目的或用途:
供生產及營運用
24.本次交易表示異議之董事之意見:
不適用
25.本次交易為關係人交易:是
26.監察人承認或審計委員會同意日期:
民國 115 年 9 月11 日
27.本次交易係向關係人取得不動產或其使用權資產:否
28.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
29.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
30.前已就同一件事件發布重大訊息日期: 不適用
31.其他敘明事項:
無"
3711,日月光投控,1150911,155200,"代子公司ASE Singapore Pte. Ltd.公告 向 Hon. Precision, Inc.取得供營業用之機器設備",第20款,1150911,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
供營業用之機器設備
2.事實發生日:114/12/19~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:總經理核決
民國115年09月11日
5.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易數量：一批
每單位價格：美金40,876,600元（約新台幣1,261,623仟元）
累計交易總金額：美金40,876,600元（約新台幣1,261,623仟元）
6.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人：Hon. Precision, Inc.
與公司之關係：無
7.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
8.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
9.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
10.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：電匯付款
契約限制條款：無
其他重要約定事項：無
11.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
決定方式：比價及議價
決策單位：依該公司核決權限規定辦理
12.專業估價者事務所或公司名稱及其估價金額:
不適用
13.專業估價師姓名:
不適用
14.專業估價師開業證書字號:
不適用
15.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
16.是否尚未取得估價報告:否或不適用
17.尚未取得估價報告之原因:
不適用
18.估價結果有重大差異時，其差異原因及會計師意見:
不適用
19.會計師事務所名稱:
不適用
20.會計師姓名:
不適用
21.會計師開業證書字號:
不適用
22.經紀人及經紀費用:
無
23.取得或處分之具體目的或用途:
供生產及營運用
24.本次交易表示異議之董事之意見:
不適用
25.本次交易為關係人交易:否
26.監察人承認或審計委員會同意日期:
不適用
27.本次交易係向關係人取得不動產或其使用權資產:否
28.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
29.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
30.前已就同一件事件發布重大訊息日期: 不適用
31.其他敘明事項:
無"
6531,愛普*,1150911,155919,公告本公司115年第一次股東臨時會重要決議事項,第18款,1150911,"1.股東臨時會日期:115/09/11
2.重要決議事項:
(一)承認事項：通過承認本公司110年度現金增資發行普通股參與海外存託憑證計畫
變更案
(二)討論事項：通過本公司擬辦理現金增資發行普通股參與發行海外存託憑證案
3.其他應敘明事項:無"
5284,jpp-KY,1150911,160011,本公司115年度現金增資催繳公告,第51款,1150911,"1.事實發生日:115/09/11
2.公司名稱: 經寶精密控股股份有限公司
3.與公司關係(請輸入本公司或子公司): 本公司
4.相互持股比例: 不適用
5.發生緣由: 本公司115年度現金增資認股繳款期限已於115年9月11日截止，
經查仍有部分股東尚未繳納現金增資股款，特此催告。
6.因應措施:
(1)依公司法第142條及266條第三項規定辦理，自115年9月12日起至115年10月
12日下午3點30分止為股款催繳期間。
(2)尚未繳納股款之股東，請於上述期間內持原繳款書至兆豐國際商業銀行南京東路
分行及全國各地分行辦理繳款事宜，逾期未繳納者即喪失認購新股之權利。
(3)催繳期間繳款之股東，俟催繳期間屆滿並經集保公司作業後，依其所認購之股數，
撥入認股人所登記之集保帳戶。
(4)若股東有任何疑問，敬請洽詢本公司股務代理機構：第一金證券股份有限公司
股務代理部(地址：台北市大安區安和路一段27號6樓，電話：(02) 2563-5711)。
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
無"
5284,jpp-KY,1150911,160032,"公告本公司董事Ho Sheng Holdings Co., Ltd.放棄認購 現金增資認購股數及洽由特定人認購事項。",第45款,1150911,"1.事實發生日:115/09/11
2.董監事放棄認購原因: 整體股權規劃考量。
3.董監事姓名、放棄認購股數及其占得認購股數之比率: 法人董事Ho Sheng Holdings
Co., Ltd. 放棄認購股數234,086股，占得認購股數之100 %。
4.特定人姓名及其認購股數: 上述放棄認購股數，授權董事長洽特定人認購之。
5.其他應敘明事項: 公司115年現金增資全體董事放棄認購股數未達得認購股數二分之一"
6531,愛普*,1150911,160035,公告本公司董事會決議辦理現金增資發行普通股參與發行 海外存託憑證,第11款,1150911,"1.董事會決議日期:115/09/11
2.增資資金來源:辦理現金增資發行普通股參與發行海外存託憑證
3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否
4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):
(1)發行總金額：實際發行總金額將依海外存託憑證實際發行單位總數、其單位價格及
訂價日以當時新台幣兌美金計算之。
(2)發行股數：在不超過股東會通過15,000,000股的限額下，暫定發行12,000,000至
15,000,000股普通股，實際發行股數授權董事長於前開區間辦理。
5.採總括申報發行新股案件，本次發行金額及股數:不適用。
6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用
7.每股面額:新台幣5元。
8.發行價格:
本案發行價格之訂定，係參酌中華民國證券商業同業公會「承銷商會員輔導發行公司
募集與發行有價證券自律規則」規定，不得低於(a)訂價日當日本公司普通股於國內集
中交易市場之收盤價或(b)訂價日前一、三、五個營業日擇一計算之普通股收盤價之簡
單算術平均數扣除無償配股除權（或減資除權）及除息後平均價格之九成。惟若國內
相關法令發生變動時，亦得配合法令規定調整訂價方式，而鑒於國內股價常有劇烈短
期波動，故其實際發行價格於前述範圍內，授權由董事長依國際慣例、並參考國際資
本市場、國內市價及彙總圈購情形等，洽證券承銷商共同議定之，以提高海外投資人
之接受度。
9.員工認購股數或配發金額:保留發行股份總數10%由本公司員工認購。
10.公開銷售股數:
除依公司法第267條之規定，保留發行股份總數10%由本公司員工認購外，其餘90%依
證券交易法第28條之1規定，由原股東放棄優先認購權利，全數提撥對外公開發行，
充作參與發行海外存託憑證之原有價證券。
11.原股東認購或無償配發比例:不適用。
12.畸零股及逾期未認購股份之處理方式:
員工未認購部分，授權由董事長洽特定人認購，或視市場需要列入參與發行海外存託
憑證之原有價證券。
13.本次發行新股之權利義務:與已發行之普通股相同。
14.本次增資資金用途:支應外幣購料之需求。
15.現金減資後再行募資之合理性及必要性
(募資當年度及前一年度有辦理現金減資者適用):不適用。
16.其他應敘明事項:無。"
6531,愛普*,1150911,160107,公告本公司董事會追認修訂115年第二次員工認股權憑證 發行及認股辦法,第11款,1150911,"1.事實發生日:115/09/11
2.原公告申報日期:115/08/05
3.簡述原公告申報內容:本公司董事會決議向證期局申報發行115年第二次
員工認股權憑證
4.變動緣由及主要內容:
(1) 因應主管機關之審核意見，修訂本公司「115年第二次員工認股權憑證發行及
認股辦法」第五條第一項。
(2) 修訂前後條文如下：
-修訂前：
(一) 認股價格：
以發行日本公司普通股股票之收盤價為認股價格。若發行日非證券交易市場
業日，則以發行日後，最近一證券交易市場營業日之本公司普通股股票之
收盤價做為認股價格。
-修訂後：
(一) 認股價格：
以發行日本公司普通股股票之收盤價為認股價格。
5.變動後對公司財務業務之影響:無。
6.其他應敘明事項:無。"
3035,智原,1150911,160415,本公司受邀參加UBS舉辦之「UBS Taiwan Summit 2026」,第12款,1150916,"符合條款第四條第XX款：12
事實發生日：115/09/16
1.召開法人說明會之日期：115/09/16
2.召開法人說明會之時間：09 時 00 分
3.召開法人說明會之地點：台北W飯店
4.法人說明會擇要訊息：本公司受邀參加UBS舉辦之「UBS Taiwan Summit 2026」
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2327,國巨*,1150911,161034,"本公司受邀參加由永豐金證券舉辦之""2026年第三季產業投資論壇""",第12款,1150916,"符合條款第四條第XX款：12
事實發生日：115/09/16
1.召開法人說明會之日期：115/09/16
2.召開法人說明會之時間：15 時 40 分
3.召開法人說明會之地點：台北君悅酒店
4.法人說明會擇要訊息：本公司於115/09/16受邀參加由永豐金證券舉辦之""2026年第三季產業投資論壇""
投資人說明會，就公司營運及產業概況向投資機構做說明。
5.其他應敘明事項：公司網站https://yageogroup.com/About/InvestorRelations/InvestorConference
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
3040,遠見,1150911,161042,更正公告本公司薪資報酬委員會委員委任,第6款,1150909,"1.發生變動日期:115/09/09
2.功能性委員會名稱:薪資報酬委員會
3.舊任者姓名:
(1)劉秋絹
(2)賴重光
(3)詹志聰
4.舊任者簡歷:
(1)劉秋絹/本公司獨立董事
(2)賴重光/本公司獨立董事
(3)詹志聰/本公司獨立董事
5.新任者姓名:
(1)楊葉承
(2)陳鼎正
(3)郭哲男
6.新任者簡歷:
(1)楊葉承/本公司獨立董事
(2)陳鼎正/本公司獨立董事
(3)郭哲男/本公司獨立董事
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
8.異動原因:新任
9.原任期（例xx/xx/xx ~ xx/xx/xx）:114/02/24~117/02/23
10.新任生效日期:115/09/09
11.其他應敘明事項:無"
3040,遠見,1150911,161052,更正公告本公司永續發展委員會委員委任,第6款,1150909,"1.發生變動日期:115/09/09
2.功能性委員會名稱:永續發展委員會
3.舊任者姓名:
(1)周發
(2)劉秋絹
(3)詹志聰
4.舊任者簡歷:
(1)周發/本公司前董事長
(2)劉秋絹/本公司獨立董事
(3)詹志聰/本公司獨立董事
5.新任者姓名:
(1)楊葉承
(2)陳鼎正
(3)郭哲男
6.新任者簡歷:
(1)楊葉承/本公司獨立董事
(2)陳鼎正/本公司獨立董事
(3)郭哲男/本公司獨立董事
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
8.異動原因:新任
9.原任期（例xx/xx/xx ~ xx/xx/xx）:114/08/08~117/02/23
10.新任生效日期:115/09/09
11.其他應敘明事項:無"
3011,今皓,1150911,161905,公告本公司收回已發行之限制員工權利新股註銷 減資變更登記完成,第36款,1150911,"1.主管機關核准減資日期:115/09/11
2.辦理資本變更登記完成日期:115/09/11
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
(1)收回已發行之限制員工權利新股註銷減資前：本公司實收資本額為新台幣
1,296,008,510元，流通在外股數為129,600,851股，每股淨值為新台幣10.2530元。
(2)本次註銷減資新台幣350,000元，註銷股份35,000股。
(3)收回已發行之限制員工權利新股註銷減資後：本公司實收資本額為新台幣
1,295,658,510元，流通在外股數為129,565,851股，每股淨值為新台幣10.2558元。
(4)每股淨值係依最近一期(115年Q2)會計師合併核閱財務報告設算。
4.預計換股作業計畫:不適用。
5.預計減資新股上市後之上市普通股股數:不適用。
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:不適用。
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
之因應措施:不適用。
8.其他應敘明事項:)本公司於115/09/11接獲主管機關核准減資變更登記核准函。"
6414,樺漢,1150911,162316,代子公司EIH公告董事會決議發放股利,第14款,1150911,"1.董事會決議日期:115/09/11
2.發放股利種類及金額:現金股利美金2,383,227元。
3.其他應敘明事項:無。"
6414,樺漢,1150911,162338,代子公司EIH公告115年除息基準日,第14款,1150911,"1.董事會、股東會決議或公司決定日期:115/09/11
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:現金股利美金2,383,227元
4.除權（息）交易日:NA
5.最後過戶日:115/09/11
6.停止過戶起始日期:115/09/12
7.停止過戶截止日期:115/09/16
8.除權（息）基準日:115/09/16
9.其他應敘明事項:現金股利發放日為115年9月18日。"
5215,科嘉-KY,1150911,162902,代子公司蘇州嘉吉/科德/嘉財/艾普來/百宏/嘉皇/嘉駿 公告一年內累積處分同一有價證券達實收資本額20%,第20款,1150911,"1.證券名稱:
上海證券交易所一天期國債逆回購GC001，代碼204001
2.交易日期:115/9/11~115/9/11
3.董事會通過日期: 不適用
4.其他核決日期:
核決層級:董事長核決
民國115年9月11日
5.交易數量、每單位價格及交易總金額:
艾普來：84,140單位，均價：1.375%，
百宏：85,830單位，均價：1.380%，
嘉財：757,920單位，均價：1.380%，
嘉皇：138,340單位，均價：1.380%
嘉吉：121,330單位，均價：1.375%
科德：127,550單位，均價：1.375%，
嘉駿：371,570單位，均價：1.380%，
總金額：168,687仟元，(約新台幣788,221千元)
6.處分利益（或損失）（取得有價證券者不適用）:
處份利益人民幣19仟元
7.與交易標的公司之關係:
非關係人
8.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
蘇州艾普來 無
蘇州百宏 無
蘇州嘉財電子 無
蘇州嘉皇電子 無
蘇州嘉吉電子 無
蘇州科德 無
重慶嘉駿 無
質押情形：無
9.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
總資產之比例：15.37%
占股東權益之比例：21.25%
營運資金：新台幣2,669,982仟元
10.取得或處分之具體目的:
投資理財
11.本次交易表示異議董事之意見:
無
12.本次交易為關係人交易:
否
13.交易相對人及其與公司之關係:
不適用
14.監察人承認或審計委員會同意日期:
不適用
15.前已就同一件事件發布重大訊息日期: 不適用
16.其他敘明事項:
無"
